EXAMPLE_year_quarter;EXAMPLE_price;EXAMPLE_floor_area_log;EXAMPLE_distance_nearest_trainstation_log;EXAMPLE_neighbourhood_code;EXAMPLE_dummy_large_city
2017Q4;110000;104;2,2;D;0
2017Q4;150000;176;1,3;B;0
2017Q4;166000;95;5;D;0
2017Q4;177000;73;6,1;B;0
2017Q4;525000;214;1,6;A;0
2017Q4;5700000;7246;7,5;C;0
2017Q4;75000;135;5,8;B;0
2017Q4;160000;147;1,2;C;0
2017Q4;105000;69;2,7;D;0
2017Q4;975000;249;1,8;A;1
2017Q4;375000;126;6,1;B;0
2017Q4;107500;136;2,7;B;0
2017Q4;97500;86;2,5;C;0
2017Q4;170500;194;4,5;D;0
2017Q4;250000;139;3,6;A;0
2017Q4;859000;251;4,4;A;0
2017Q4;114500;58;1,2;B;0
2017Q4;1750000;1224;1,1;A;0
2017Q4;95000;65;1,5;B;0
2017Q4;390000;63;1,6;A;1
2017Q4;319000;110;12,3;A;0
2017Q4;170000;120;40,2;E;0
2017Q4;165000;97;15,1;D;0
2017Q4;176000;109;22,1;C;0
2017Q4;525000;929;3,7;C;0
2017Q4;203000;132;0,9;E;0
2017Q4;134250;96;7,5;C;0
2017Q4;121000;108;3;C;0
2017Q4;125000;42;2;B;0
2017Q4;1400000;3297;7,4;B;0
2017Q4;215000;82;2,1;B;0
2017Q4;140000;121;4,9;A;0
2017Q4;120000;45;57;C;0
2017Q4;120000;77;1,7;D;0
2017Q4;215000;368;1,3;D;0
2017Q4;104000;79;2;D;0
2017Q4;660000;222;2,9;A;0
2017Q4;425000;523;0,5;A;0
2017Q4;106000;165;4,3;C;0
2017Q4;55000;82;2,2;C;0
2017Q4;75000;58;1,2;E;0
2017Q4;60000;84;30,4;E;0
2017Q4;78000;143;19,5;C;0
2017Q4;197500;650;5,7;E;0
2017Q4;158000;68;5,2;B;0
2017Q4;275000;107;5,6;A;0
2017Q4;327500;51;2,2;A;1
2017Q4;560000;592;1;E;0
2017Q4;122000;79;1,1;D;0
2017Q4;460000;405;17,4;C;0
2017Q4;86109;420;1,9;B;0
2017Q4;103500;84;1,7;C;0
2017Q4;166500;86;5,8;C;0
2017Q4;190000;111;1,6;B;0
2017Q4;150000;516;1,9;B;0
2017Q4;245000;177;12,3;E;0
2017Q4;197000;297;7,7;C;0
2017Q4;133600;71;2;D;0
2017Q4;164000;127;1,2;C;0
2017Q4;295000;114;2,9;B;0
2017Q4;135000;168;7,8;B;0
2017Q4;587500;1890;17,5;B;0
2017Q4;135000;105;6,4;B;0
2017Q4;245000;108;1,5;B;0
2017Q4;375000;236;2;D;0
2017Q4;252500;366;6,6;A;0
2017Q4;2400000;1896;7,2;D;0
2017Q4;225000;471;17;D;0
2017Q4;230000;74;2,6;B;0
2017Q4;194000;192;8,3;E;0
2017Q4;310000;786;12,6;E;0
2017Q4;220000;305;6,9;D;0
2017Q4;380000;140;3,1;A;0
2017Q4;220000;365;1,5;C;0
2017Q4;1075000;202;2,4;A;1
2017Q4;152000;89;0,8;D;0
2017Q4;360000;960;4,4;D;0
2017Q4;105000;290;5,3;C;0
2017Q4;175000;87;17,7;E;0
2017Q4;150000;90;2,5;C;0
2017Q4;275000;321;4,1;E;0
2017Q4;280000;116;1,8;A;0
2017Q4;99000;45;4,5;E;0
2017Q4;995000;317;14,1;B;0
2017Q4;220000;220;0,3;D;0
2017Q4;125000;88;0,6;D;0
2017Q4;121000;150;5,5;D;0
2017Q4;192500;462;0,9;A;0
2017Q4;176000;82;3,3;D;0
2017Q4;995000;3752;3;B;0
2017Q4;170000;587;0,6;A;0
2017Q4;350000;605;22;C;0
2017Q4;323000;108;1,4;A;0
2017Q4;156000;112;1,5;D;0
2017Q4;249500;99;2,1;B;0
2017Q4;109000;226;47,6;D;0
2017Q4;900000;2369;2,2;C;0
2017Q4;88000;120;2,7;C;0
2017Q4;630000;712;1,5;C;0
2017Q4;138000;199;4,5;B;0
2017Q4;51000;79;31,9;C;0
2017Q4;110000;228;3,7;C;0
2017Q4;325000;46;4,7;A;0
2017Q4;151000;92;8,3;B;0
2017Q4;470000;2218;6,7;E;0
2017Q4;214000;603;0,9;C;0
2017Q4;601000;2671;0,9;B;0
2017Q4;125000;73;1;D;0
2017Q4;144000;148;6,5;C;0
2017Q4;210000;490;0,5;C;0
2017Q4;490000;286;0,7;B;0
2017Q4;210000;111;5,8;B;0
2017Q4;2600000;2570;4,4;A;0
2017Q4;1580000;267;0,9;A;0
2017Q4;1200000;148;2,8;A;1
2017Q4;138000;167;4,5;E;0
2017Q4;106000;61;1,4;C;0
2017Q4;150000;143;7,1;B;0
2017Q4;875000;1432;1,8;C;0
2017Q4;127750;67;4,2;B;0
2017Q4;350000;523;16,2;C;0
2017Q4;164000;115;4,8;D;0
2017Q4;1400000;144;2,2;A;1
2017Q4;322000;162;10,8;C;0
2017Q4;325000;954;3,5;C;0
2017Q4;175000;65;1,4;A;0
2017Q4;70000;85;27,7;E;0
2017Q4;52500;49;2,2;A;0
2017Q4;220000;633;3,5;E;0
2017Q4;160000;196;1;B;0
2017Q4;610000;1499;10,1;C;0
2017Q4;161500;112;7,2;D;0
2017Q4;105000;99;1,9;E;0
2017Q4;245000;202;7,2;C;0
2017Q4;220000;355;15,7;D;0
2017Q4;177500;183;3,8;A;0
2017Q4;175000;111;1,2;B;0
2017Q4;775000;815;1;A;0
2017Q4;118500;129;4,6;B;0
2017Q4;280000;110;1;C;0
2018Q1;180000;112;1,8;A;0
2018Q1;830000;3581;2,3;E;0
2018Q1;170000;72;3,2;B;0
2018Q1;550000;677;1,9;C;0
2018Q1;422000;69;1,3;A;1
2018Q1;370000;99;2,2;E;0
2018Q1;180000;344;0,6;E;0
2018Q1;161000;70;4,2;B;0
2018Q1;636000;899;17;C;0
2018Q1;355000;203;1,3;D;0
2018Q1;245000;210;2,2;D;0
2018Q1;425000;307;2,1;C;0
2018Q1;290000;111;4,5;B;0
2018Q1;825000;1100;7,5;C;0
2018Q1;140000;116;1,9;B;0
2018Q1;174000;94;0,7;E;0
2018Q1;113375;86;3,1;D;0
2018Q1;262000;378;2,1;B;0
2018Q1;90000;140;2,9;C;0
2018Q1;388722;554;4,8;E;0
2018Q1;260000;147;1,5;C;0
2018Q1;149000;480;6,4;B;0
2018Q1;1700000;159;1,5;A;1
2018Q1;120000;240;22,8;E;0
2018Q1;240000;92;1,2;C;0
2018Q1;190000;64;8,6;D;0
2018Q1;125000;75;1,5;D;0
2018Q1;225000;489;4,2;C;0
2018Q1;130000;73;1,3;E;0
2018Q1;175000;109;47;E;0
2018Q1;255000;218;3;B;0
2018Q1;340000;240;3,5;A;0
2018Q1;145000;106;3,4;E;0
2018Q1;95000;90;1,3;E;0
2018Q1;170000;69;2,8;E;0
2018Q1;510000;574;1,4;E;0
2018Q1;160000;149;1,7;D;0
2018Q1;232000;98;3,2;A;0
2018Q1;110000;156;1,6;E;0
2018Q1;325000;133;2,2;B;0
2018Q1;140000;237;13,1;B;0
2018Q1;550000;116;2,6;A;1
2018Q1;435000;136;1;A;0
2018Q1;135000;127;1,6;E;0
2018Q1;425000;256;1,9;A;0
2018Q1;382500;80;1,9;A;1
2018Q1;70000;107;2,4;D;0
2018Q1;175000;167;5,5;A;0
2018Q1;270000;1086;14;D;0
2018Q1;59000;51;2,5;E;0
2018Q1;349500;133;17,6;E;0
2018Q1;434000;287;1;C;0
2018Q1;497500;757;7,1;E;0
2018Q1;214000;84;1,3;C;0
2018Q1;143000;112;1,4;E;0
2018Q1;340000;750;2,2;B;0
2018Q1;217800;264;3,9;B;0
2018Q1;115000;170;1,8;A;0
2018Q1;92500;52;2,7;D;0
2018Q1;180000;81;3,5;C;0
2018Q1;267500;123;1,1;C;0
2018Q1;415000;224;1,1;D;0
2018Q1;343531;128;2,6;E;0
2018Q1;825000;168;1,6;A;1
2018Q1;127500;491;0,9;B;0
2018Q1;150000;94;17;C;0
2018Q1;180000;110;5,5;D;0
2018Q1;187500;73;28;C;0
2018Q1;320000;204;11;D;0
2018Q1;155000;87;1,5;E;0
2018Q1;330000;53;0,7;B;0
2018Q1;135000;181;1,7;A;0
2018Q1;80000;67;1;E;0
2018Q1;385000;216;2,2;E;0
2018Q1;540000;254;1,8;C;0
2018Q1;205000;118;1,7;D;0
2018Q1;2947500;113;4,4;B;0
2018Q1;1185000;178;1,2;C;0
2018Q1;560000;278;1,4;D;0
2018Q1;90000;79;2,1;E;0
2018Q1;150000;76;5,9;C;0
2018Q1;325000;164;1,1;A;0
2018Q1;185000;83;0,7;B;0
2018Q1;345000;551;13,9;B;0
2018Q1;785000;1273;1,6;C;0
2018Q1;133000;94;1,8;B;0
2018Q1;80000;82;11,6;E;0
2018Q1;210000;172;2,1;E;0
2018Q1;290000;527;1;D;0
2018Q1;126400;67;0,7;D;0
2018Q1;169000;70;4,1;C;0
2018Q1;222000;119;2;B;0
2018Q1;130000;67;15,5;D;0
2018Q1;110000;135;0,7;E;0
2018Q1;114750;66;1,8;D;0
2018Q1;84000;83;8,3;E;0
2018Q1;1200000;147;9,3;C;0
2018Q1;625000;481;3,2;B;0
2018Q1;240000;76;1,9;A;0
2018Q1;825000;172;2,7;A;0
2018Q1;250000;135;3,5;C;0
2018Q1;277500;361;0,6;D;0
2018Q1;155000;69;0,4;D;0
2018Q1;80000;81;14,7;E;0
2018Q1;74000;83;1,2;C;0
2018Q1;145000;111;2,2;E;0
2018Q1;80000;186;6,5;A;0
2018Q1;370000;358;4,8;A;0
2018Q1;175000;204;13,8;C;0
2018Q1;187500;301;2,3;C;0
2018Q1;341000;210;6,4;C;0
2018Q1;82500;45;3,7;E;0
2018Q1;235000;84;10,5;B;0
2018Q1;1375000;177;1,6;A;1
2018Q1;310000;397;8,2;C;0
2018Q1;115000;70;1;E;0
2018Q1;185000;96;1,8;D;0
2018Q1;940000;105;1,5;A;1
2018Q1;3200000;7811;2,9;A;0
2018Q1;799000;472;4;B;0
2018Q1;147500;113;13,3;B;0
2018Q1;80000;123;4,2;B;0
2018Q1;107500;135;0,7;E;0
2018Q1;140000;104;4,2;D;0
2018Q1;150000;291;7,2;E;0
2018Q1;130000;469;2,8;C;0
2018Q1;230000;109;3,4;A;0
2018Q1;8500000;6404;4,7;C;0
2018Q1;139000;270;4,5;C;0
2018Q1;250000;193;3,6;B;0
2018Q1;365000;239;1,6;C;0
2018Q1;84500;62;11,6;E;0
2018Q1;46000;60;6,9;E;0
2018Q1;715000;87;1,9;B;0
2018Q1;125000;110;19,4;E;0
2018Q1;530000;723;1,7;A;0
2018Q1;75000;85;16,4;B;0
2018Q1;350000;135;0,9;A;0
2018Q1;1450000;389;1,1;A;0
2018Q1;277500;125;2,2;B;0
2018Q1;155000;58;2,5;A;0
2018Q1;1400000;303;2,8;A;0
2018Q1;156000;146;3,7;E;0
2018Q1;165000;96;2;C;0
2018Q1;105000;133;3,3;D;0
2018Q1;83000;66;1;C;0
2018Q1;290000;553;1,4;B;0
2018Q1;4300000;3245;3,1;A;0
2018Q1;565000;1151;3;B;0
2018Q1;1035000;360;1,2;D;0
2018Q2;50000;96;2,7;B;0
2018Q2;640000;633;3,7;C;0
2018Q2;122500;70;2,4;E;0
2018Q2;230000;754;5,7;B;0
2018Q2;165000;186;4,5;D;0
2018Q2;225000;93;5,8;B;0
2018Q2;180000;56;0,6;E;0
2018Q2;130000;48;1,6;A;1
2018Q2;120000;75;0,6;C;0
2018Q2;192000;120;3,6;D;0
2018Q2;70000;56;3,7;E;0
2018Q2;227500;644;6,8;B;0
2018Q2;220500;128;1,4;D;0
2018Q2;177500;136;2,9;D;0
2018Q2;75000;132;5,2;D;0
2018Q2;55000;98;1,5;C;0
2018Q2;2200000;309;2,8;A;1
2018Q2;275000;99;14;B;0
2018Q2;215000;216;3,9;B;0
2018Q2;320000;280;4,8;C;0
2018Q2;250000;653;0,7;C;0
2018Q2;114500;104;1,1;D;0
2018Q2;110000;105;11,3;B;0
2018Q2;1250000;284;2;A;1
2018Q2;114000;89;1,6;B;0
2018Q2;325000;124;1,8;A;0
2018Q2;87000;66;4,9;E;0
2018Q2;210000;80;6,3;B;0
2018Q2;178000;382;0,7;C;0
2018Q2;62000;46;1,3;C;0
2018Q2;85000;143;5,8;D;0
2018Q2;116000;67;10,3;C;0
2018Q2;132500;110;1,9;E;0
2018Q2;975000;547;2,4;A;0
2018Q2;267000;196;18,3;D;0
2018Q2;210000;104;6;C;0
2018Q2;550000;207;2,3;A;0
2018Q2;90000;126;21,5;C;0
2018Q2;150000;310;25,4;C;0
2018Q2;185000;180;1;C;0
2018Q2;162500;195;2,4;B;0
2018Q2;1875000;330;1,9;A;1
2018Q2;155000;102;5,6;B;0
2018Q2;135000;114;31,2;D;0
2018Q2;325000;581;2,7;C;0
2018Q2;175000;103;7,1;D;0
2018Q2;85000;220;2,9;C;0
2018Q2;120000;130;1,4;C;0
2018Q2;280000;58;1,9;A;1
2018Q2;130000;192;4,7;C;0
2018Q2;220000;125;10,1;B;0
2018Q2;650000;756;1,9;D;0
2018Q2;245000;95;11,5;B;0
2018Q2;182000;252;1,8;C;0
2018Q2;145000;60;1,9;D;0
2018Q2;225000;689;1,1;E;0
2018Q2;172500;114;4,7;E;0
2018Q2;1050000;355;0,7;A;0
2018Q2;205000;71;0,5;B;0
2018Q2;225000;142;11,7;D;0
2018Q2;131000;65;1,8;D;0
2018Q2;290000;121;0,5;D;0
2018Q2;88000;75;5,5;C;0
2018Q2;950000;1738;22,1;C;0
2018Q2;2600000;5643;0,8;B;0
2018Q2;117500;68;1,8;C;0
2018Q2;750000;336;1;C;0
2018Q2;225000;386;3;B;0
2018Q2;120000;88;2,2;D;0
2018Q2;370000;172;2,1;A;0
2018Q2;172105;109;10,6;B;0
2018Q2;270000;436;1,8;C;0
2018Q2;120000;183;5,2;B;0
2018Q2;745000;610;0,7;B;0
2018Q2;95000;86;1,6;E;0
2018Q2;255000;160;0,8;B;0
2018Q2;91500;63;3,3;C;0
2018Q2;340000;116;0,8;B;0
2018Q2;9500000;6144;0,8;C;0
2018Q2;140000;207;5,7;B;0
2018Q2;130000;68;2;D;0
2018Q2;167500;117;4,3;A;0
2018Q2;250000;89;1,4;B;0
2018Q2;244000;90;2,5;C;0
2018Q2;220000;227;3,1;C;0
2018Q2;67500;87;1,5;C;0
2018Q2;370000;219;2,1;B;0
2018Q2;112500;74;2,7;D;0
2018Q2;350000;1276;0,8;E;0
2018Q2;1600000;2374;8,1;C;0
2018Q2;180000;142;3,5;D;0
2018Q2;124000;72;1,8;D;0
2018Q2;292500;161;5,1;B;0
2018Q2;95000;417;0,6;D;0
2018Q2;785000;298;10,8;B;0
2018Q2;120000;131;2,4;C;0
2018Q2;155000;452;11,9;D;0
2018Q2;152500;64;1,4;C;0
2018Q2;3500000;5608;3,1;B;0
2018Q2;522500;1019;2,2;C;0
2018Q2;665000;204;2,1;D;0
2018Q2;80000;69;1,6;E;0
2018Q2;225000;103;6,2;A;0
2018Q2;365000;696;5,6;B;0
2018Q2;1100000;288;0,8;A;1
2018Q2;225000;199;2;B;0
2018Q2;154000;86;1,1;C;0
2018Q2;132500;84;3,5;C;0
2018Q2;384000;338;0,5;B;0
2018Q2;269500;92;11,7;B;0
2018Q2;195000;135;10,4;B;0
2018Q2;1600000;4519;2,5;B;0
2018Q2;142500;81;3;D;0
2018Q2;55000;116;12,1;E;0
2018Q2;460000;79;1,4;A;1
2018Q2;425000;783;0,8;E;0
2018Q2;108000;60;1,2;D;0
2018Q2;185000;215;4,8;D;0
2018Q2;218000;53;1,3;B;0
2018Q2;180000;142;14,7;C;0
2018Q2;190000;90;2,4;D;0
2018Q2;299500;669;7,4;E;0
2018Q2;440000;162;10,8;B;0
2018Q2;1040000;246;1,8;A;1
2018Q2;246000;110;12,5;B;0
2018Q2;315000;50;2;A;1
2018Q2;435000;78;0,8;B;0
2018Q2;3800000;4827;4,4;A;0
2018Q2;260000;103;6,5;B;0
2018Q2;150000;45;7,7;B;0
2018Q2;525000;1172;7,9;C;0
2018Q2;650000;337;0,8;D;0
2018Q2;132500;86;0,5;D;0
2018Q2;135000;123;3,6;D;0
2018Q2;155000;80;1,9;B;0
2018Q2;170000;136;0,9;C;0
2018Q2;110000;134;3,9;E;0
2018Q2;187500;87;0,8;A;0
2018Q2;274000;308;2,5;B;0
2018Q2;109000;65;1,8;D;0
2018Q2;142250;70;1;E;0
2018Q2;526000;459;1,1;A;0
2018Q2;62500;110;1,9;B;0
2018Q2;152500;126;6,4;D;0
2018Q2;380000;269;0,8;B;0
2018Q2;395000;160;1,4;C;0
2018Q2;188000;93;0,7;C;0
2018Q2;80000;100;3,7;B;0
2018Q2;160000;61;3,6;C;0
2018Q2;2600000;1062;4;A;0
2018Q3;216000;91;4,9;A;0
2018Q3;2325000;976;1,4;A;1
2018Q3;85000;54;1,8;C;0
2018Q3;222530;108;5,3;D;0
2018Q3;225000;570;1,6;B;0
2018Q3;172500;106;3,8;D;0
2018Q3;655000;1668;1,7;B;0
2018Q3;175000;162;12;D;0
2018Q3;490000;857;3,6;E;0
2018Q3;87000;127;4,9;C;0
2018Q3;412500;518;37,1;B;0
2018Q3;110000;63;2,1;D;0
2018Q3;467500;165;1,9;A;0
2018Q3;229500;115;6,1;D;0
2018Q3;425000;546;1;D;0
2018Q3;450000;127;12,1;C;0
2018Q3;110000;86;1,2;B;0
2018Q3;265000;232;3,6;A;0
2018Q3;925000;849;2,3;C;0
2018Q3;575000;98;2,7;A;0
2018Q3;330000;99;1;B;0
2018Q3;119500;62;2,9;E;0
2018Q3;215000;111;5,7;A;0
2018Q3;179000;64;5,2;A;0
2018Q3;80000;111;37,6;E;0
2018Q3;150000;68;8,9;B;0
2018Q3;378000;231;0,9;A;0
2018Q3;172500;138;1,5;A;0
2018Q3;175000;92;12,2;D;0
2018Q3;175000;279;0,6;E;0
2018Q3;197619;116;1,7;A;0
2018Q3;85000;67;13,3;B;0
2018Q3;120000;65;3,7;D;0
2018Q3;80000;216;3,7;D;0
2018Q3;350000;495;1,6;E;0
2018Q3;154000;62;5,4;A;0
2018Q3;95000;200;2,6;B;0
2018Q3;92000;54;4,5;E;0
2018Q3;425000;277;2,3;E;0
2018Q3;530000;251;8,5;A;0
2018Q3;245000;124;2,8;C;0
2018Q3;120000;71;3,6;C;0
2018Q3;123500;114;2,8;E;0
2018Q3;247500;530;9,4;C;0
2018Q3;442500;649;6,9;E;0
2018Q3;287500;149;3,7;C;0
2018Q3;895000;115;3;E;0
2018Q3;525000;328;8,7;B;0
2018Q3;475000;182;3,1;B;0
2018Q3;240000;118;1,5;C;0
2018Q3;89000;45;2,9;E;0
2018Q3;335000;207;5,3;D;0
2018Q3;1375000;133;3,2;A;0
2018Q3;280000;209;2,2;E;0
2018Q3;175000;168;14,4;A;0
2018Q3;180000;249;3,5;D;0
2018Q3;117500;79;7,3;D;0
2018Q3;227000;142;16,3;C;0
2018Q3;950000;445;0,9;C;0
2018Q3;305000;73;6;A;0
2018Q3;355000;194;1,2;B;0
2018Q3;187000;84;2,8;D;0
2018Q3;145000;139;12,2;E;0
2018Q3;420000;489;5,8;B;0
2018Q3;349000;60;1,4;B;0
2018Q3;550000;993;1;B;0
2018Q3;220000;76;0,7;B;0
2018Q3;164000;72;3,4;B;0
2018Q3;180000;35;2;A;1
2018Q3;102000;207;10;E;0
2018Q3;320000;684;3,2;A;0
2018Q3;130000;104;2,5;E;0
2018Q3;365000;140;2,9;A;0
2018Q3;275000;218;38,2;A;0
2018Q3;170000;88;3,5;C;0
2018Q3;274000;50;2;D;0
2018Q3;425000;101;1,7;A;1
2018Q3;625000;1314;15,4;C;0
2018Q3;120000;90;1;E;0
2018Q3;135000;86;0,5;A;0
2018Q3;238000;306;4,3;D;0
2018Q3;93750;53;3,7;E;0
2018Q3;117500;71;0,8;E;0
2018Q3;370000;140;3,6;C;0
2018Q3;140000;177;4,3;B;0
2018Q3;90000;100;3,7;B;0
2018Q3;195000;101;2,5;C;0
2018Q3;82500;52;3,7;E;0
2018Q3;775000;413;12,9;D;0
2018Q3;185000;235;2,5;C;0
2018Q3;151000;152;1,5;E;0
2018Q3;272000;85;10,4;B;0
2018Q3;135000;100;1,4;E;0
2018Q3;39000;50;4,7;E;0
2018Q3;97000;145;0,8;B;0
2018Q3;425000;165;1,1;C;0
2018Q3;139500;50;2,1;C;0
2018Q3;250000;490;13,5;D;0
2018Q3;180000;248;4,2;B;0
2018Q3;140000;120;2,1;B;0
2018Q3;68000;174;1,9;B;0
2018Q3;205000;89;1,7;E;0
2018Q3;147500;97;16,4;D;0
2018Q3;157000;135;2,8;C;0
2018Q3;460000;1370;3,1;D;0
2018Q3;82000;74;29,5;B;0
2018Q3;150000;49;3,6;A;0
2018Q3;650000;260;6,1;B;0
2018Q3;1250000;1167;3,2;E;0
2018Q3;150000;160;3;B;0
2018Q3;175000;116;11,2;B;0
2018Q3;120000;80;1,7;C;0
2018Q3;1425000;311;1;A;1
2018Q3;485000;656;0,6;B;0
2018Q3;750000;269;1,1;A;0
2018Q3;205000;95;0,8;C;0
2018Q3;363000;470;7,1;E;0
2018Q3;165000;288;5,3;C;0
2018Q3;202500;76;1;C;0
2018Q3;570000;135;1,7;A;1
2018Q3;2200000;1599;3,2;D;0
2018Q3;72000;94;4,9;D;0
2018Q3;88000;111;3;D;0
2018Q3;315000;733;13,3;B;0
2018Q3;380000;117;1,2;A;0
2018Q3;260000;143;3,5;C;0
2018Q3;550000;187;3,1;A;0
2018Q3;125000;104;1,6;B;0
2018Q3;165000;86;0,9;E;0
2018Q3;95000;110;29;C;0
2018Q3;162000;133;1,9;D;0
2018Q3;370000;169;1,7;C;0
2018Q3;48000;33;3,6;B;0
2018Q3;140000;143;2,9;B;0
2018Q3;580000;206;1,9;B;0
2018Q3;357000;129;1,5;A;0
2018Q3;465000;252;5,5;A;0
2018Q3;150000;388;1,6;D;0
2018Q3;170000;120;2,3;B;0
2018Q3;1075000;2999;1,7;C;0
2018Q3;190000;68;2;B;0
2018Q3;276000;768;3,8;B;0
2018Q3;1750000;242;10,5;A;0
2018Q3;65000;45;2,9;E;0
2018Q3;214500;87;1;D;0
2018Q3;185000;92;23,7;D;0
2018Q3;120000;93;28,8;B;0
2018Q3;160000;95;21,7;C;0
2018Q3;139500;100;12,9;E;0
2018Q3;230000;68;3,8;B;1
2018Q4;54000;50;4,2;B;0
2018Q4;1100000;2629;1,8;B;0
2018Q4;165000;100;1,4;E;0
2018Q4;87500;85;3,8;D;0
2018Q4;120000;114;7,3;C;0
2018Q4;216000;133;9,4;A;0
2018Q4;230000;218;1,7;C;0
2018Q4;520000;850;2,8;A;1
2018Q4;233000;136;0,5;C;0
2018Q4;115000;87;3,7;E;0
2018Q4;250000;80;1,2;B;0
2018Q4;157500;83;11,2;E;0
2018Q4;375000;293;2,9;D;0
2018Q4;325000;399;0,9;B;0
2018Q4;275000;462;0,9;D;0
2018Q4;225000;44;3,1;A;1
2018Q4;190000;223;4,7;B;0
2018Q4;425000;732;1,1;C;0
2018Q4;215000;325;1,5;B;0
2018Q4;225000;119;7;B;0
2018Q4;220000;192;10,8;C;0
2018Q4;55000;57;5,3;C;0
2018Q4;290000;525;7,7;B;0
2018Q4;106800;212;17;A;0
2018Q4;250000;772;3,7;B;0
2018Q4;395000;46;2,1;A;1
2018Q4;275000;124;6,2;C;0
2018Q4;115000;118;22,1;B;0
2018Q4;82500;50;21,2;B;0
2018Q4;70000;45;2,9;E;0
2018Q4;160000;170;2,2;C;0
2018Q4;130000;62;2;D;0
2018Q4;115500;58;2,2;E;0
2018Q4;110000;85;17;B;0
2018Q4;230000;61;6,1;B;0
2018Q4;90000;130;5,6;D;0
2018Q4;137500;111;5;A;0
2018Q4;305000;316;4,5;E;0
2018Q4;215000;331;1,5;D;0
2018Q4;1700000;4382;3,3;C;0
2018Q4;167000;101;35,5;C;0
2018Q4;352500;285;7,1;B;0
2018Q4;295000;143;3,5;C;0
2018Q4;281000;113;4,6;B;0
2018Q4;314000;418;7,3;D;0
2018Q4;210000;107;1,2;A;0
2018Q4;425000;564;1,6;B;0
2018Q4;170000;66;10,7;D;0
2018Q4;132500;94;5,3;D;0
2018Q4;275000;146;2,5;E;0
2018Q4;240000;551;1,1;C;0
2018Q4;85000;97;1,5;D;0
2018Q4;450000;1331;1,7;D;0
2018Q4;130000;73;3;D;0
2018Q4;165000;86;1,6;B;0
2018Q4;970000;113;4,3;A;0
2018Q4;133000;173;1,6;B;0
2018Q4;210000;83;1,5;C;0
2018Q4;215000;91;1,8;D;0
2018Q4;244500;423;2,1;C;0
2018Q4;418000;139;1,4;A;0
2018Q4;107000;64;1,6;B;0
2018Q4;145000;117;1,8;D;0
2018Q4;259200;93;1,2;B;0
2018Q4;375000;1296;2,3;D;0
2018Q4;70000;115;1,5;C;0
2018Q4;146000;114;3,4;C;0
2018Q4;135000;93;1;D;0
2018Q4;237500;162;7,5;E;0
2018Q4;475000;1192;7,7;C;0
2018Q4;237000;191;10,1;C;0
2018Q4;325000;76;2,4;A;0
2018Q4;485000;247;3,1;A;1
2018Q4;225000;133;9,4;A;0
2018Q4;3375000;4572;1,6;D;0
2018Q4;230000;141;20,3;D;0
2018Q4;112000;137;4;B;0
2018Q4;1250000;4445;2,9;A;0
2018Q4;730000;79;1,2;A;0
2018Q4;66800;40;9,8;A;0
2018Q4;367500;155;2,6;B;0
2018Q4;190000;55;1,7;C;0
2018Q4;639000;1607;1,9;C;0
2018Q4;1750000;1479;1,8;E;0
2018Q4;535000;110;6,7;A;0
2018Q4;178000;130;8,3;D;0
2018Q4;134250;75;10,4;C;0
2018Q4;316000;355;4,3;C;0
2018Q4;176000;147;2,2;A;0
2018Q4;120000;107;11,2;C;0
2018Q4;183000;86;3,7;D;0
2018Q4;132500;121;13,3;B;0
2018Q4;190000;107;2,7;D;0
2018Q4;750000;1300;1,9;B;0
2018Q4;274000;132;0,6;A;0
2018Q4;230000;124;1,3;E;0
2018Q4;90000;56;4,5;E;0
2018Q4;280000;157;4,6;B;0
2018Q4;1100000;1285;4,5;C;0
2018Q4;215000;197;4,2;D;0
2018Q4;100500;94;6,5;E;0
2018Q4;467500;33;3,7;A;0
2018Q4;195000;255;1,8;B;0
2018Q4;212500;640;5;A;0
2018Q4;192500;137;1,5;D;0
2018Q4;173000;249;5,2;A;0
2018Q4;148800;126;39,3;B;0
2018Q4;155000;54;12,4;B;0
2018Q4;265000;765;5;E;0
2018Q4;74000;312;21,2;D;0
2018Q4;2650000;3312;8,6;C;0
2018Q4;160000;80;3,6;C;0
2018Q4;325000;85;0,5;B;0
2018Q4;577500;1420;3,6;E;0
2018Q4;135000;176;3,3;C;0
2018Q4;675000;903;2,5;D;0
2018Q4;210000;258;2,3;D;0
2018Q4;315000;135;4,8;C;0
2018Q4;60000;86;2,6;B;0
2018Q4;28500;44;1,5;C;0
2018Q4;150000;106;1,1;C;0
2018Q4;900000;135;2,2;A;1
2018Q4;197500;108;12,5;C;0
2018Q4;170000;91;1,9;D;0
2018Q4;125000;56;5,2;D;0
2018Q4;105000;62;2,1;D;0
2018Q4;530000;153;5,4;B;0
2018Q4;145000;89;38,6;E;0
2018Q4;155000;71;2,5;C;0
2018Q4;550000;810;4,7;B;0
2018Q4;56000;64;5,1;C;0
2018Q4;255000;284;1,2;C;0
2018Q4;130000;69;1,9;B;0
2018Q4;45000;109;1,5;D;0
2018Q4;615000;111;0,9;A;0
2018Q4;285000;142;2,8;A;0
2018Q4;950000;598;1,6;B;0
2018Q4;172000;66;2,2;C;0
2018Q4;680000;660;1,1;E;0
2018Q4;530000;254;1,4;C;0
2018Q4;780000;1304;7,1;E;0
2018Q4;115000;135;1;B;0
2018Q4;225000;391;18,3;D;0
2018Q4;149000;128;3,3;B;0
